"SP_ID","assoc_comuni"
"4483 1","Monte Vidon Corrado"
"4484 1","San Ginesio"
"4485 1","Massa Fermana"
"4486 1","San Ginesio"
"4487 1","Ripe San Ginesio"
"4488 1","Sant'Angelo in Pontano"
"4489 1","San Ginesio"
"4490 1","San Ginesio"
"4491 1","San Ginesio"
"4492 1","San Ginesio"
"4493 1","Ripe San Ginesio"
"4494 1","Loro Piceno"
"4495 1","Loro Piceno"
"4496 1","San Ginesio"
"4497 1","Falerone"
"4498 1","San Ginesio"
"4499 1","San Ginesio"
"4500 1","San Ginesio"
"4501 1","Sant'Angelo in Pontano"
"4502 1","San Ginesio"
"4503 1","Penna San Giovanni"
"4504 1","San Ginesio"
"4505 1","Monte San Martino"
"4506 1","Sarnano"
"4507 1","Sarnano"
"4508 1","Sarnano"
"4509 1","Ripe San Ginesio"
"4510 1","San Ginesio"
"4511 1","Sarnano"
"4512 1","San Ginesio"
"4513 1","Penna San Giovanni"
"4514 1","Sarnano"
"4515 1","Loro Piceno"
"4516 1","Loro Piceno"
"4517 1","San Ginesio"
"4518 1","Ripe San Ginesio"
"4519 1","Tolentino"
"4520 1","San Ginesio"
"4521 1","San Ginesio"
"4522 1","Tolentino"
"4523 1","Sarnano"
"4524 1","Sarnano"
"4525 1","Falerone"
"4526 1","Loro Piceno"
"4527 1","Loro Piceno"
"4528 1","Loro Piceno"
"4529 1","Ripe San Ginesio"
"4530 1","San Ginesio"
"4531 1","San Ginesio"
"4532 1","Mogliano"
"4533 1","Loro Piceno"
"4534 1","Sarnano"
"4535 1","Sarnano"
"4536 1","Loro Piceno"
"4537 1","Urbisaglia"
"4538 1","Mogliano"
"4543 1","Mogliano"
"4544 1","Urbisaglia"
"4545 1","Corridonia"
"4546 1","Corridonia"
"4547 1","Treia"
"4548 1","Pollenza"
"4549 1","Treia"
"4550 1","Treia"
"4551 1","Petriolo"
"4552 1","Corridonia"
"4553 1","Corridonia"
"4554 1","Corridonia"
"4555 1","Mogliano"
"4556 1","Corridonia"
"4557 1","Corridonia"
"4558 1","Pollenza"
"4559 1","Pollenza"
"4560 1","Tolentino"
"4561 1","Mogliano"
"4562 1","Pollenza"
"4563 1","Pollenza"
"4564 1","Tolentino"
"4565 1","Petriolo"
"4566 1","Pollenza"
"4567 1","Mogliano"
"4568 1","Tolentino"
"4569 1","Corridonia"
"4570 1","Urbisaglia"
"4571 1","Pollenza"
"4572 1","Pollenza"
"4573 1","Corridonia"
"4574 1","Tolentino"
"4575 1","Tolentino"
"4576 1","Treia"
"4577 1","Corridonia"
"4578 1","Tolentino"
"4579 1","Treia"
"4580 1","Pollenza"
"4581 1","Urbisaglia"
"4585 1","Treia"
"4586 1","Petriolo"
"4587 1","Pollenza"
"4588 1","Pollenza"
"4589 1","Mogliano"
"4590 1","Tolentino"
"4591 1","Corridonia"
"4592 1","Treia"
"4593 1","Pollenza"
"4594 1","Petriolo"
"4595 1","Pollenza"
"4596 1","Treia"
"4597 1","Treia"
"4598 1","Mogliano"
"4599 1","Corridonia"
"4600 1","Petriolo"
"4601 1","Corridonia"
"4602 1","Treia"
"4603 1","Pollenza"
"4604 1","Mogliano"
"4605 1","Tolentino"
"4607 1","Sarnano"
"4608 1","Sarnano"
"4609 1","Monte Vidon Corrado"
"4610 1","San Ginesio"
"4611 1","Amandola"
"4612 1","Sarnano"
"4613 1","Gualdo"
"4614 1","Sant'Angelo in Pontano"
"4615 1","Monte Vidon Corrado"
"4616 1","Sarnano"
"4617 1","San Ginesio"
"4618 1","Ripe San Ginesio"
"4619 1","Falerone"
"4620 1","Sarnano"
"4621 1","Colmurano"
"4622 1","Falerone"
"4623 1","San Ginesio"
"4624 1","Falerone"
"4625 1","Gualdo"
"4626 1","Gualdo"
"4627 1","Massa Fermana"
"4628 1","Colmurano"
"4629 1","Loro Piceno"
"4630 1","Gualdo"
"4631 1","San Ginesio"
"4632 1","Sarnano"
"4633 1","San Ginesio"
"4634 1","Massa Fermana"
"4635 1","Penna San Giovanni"
"4636 1","Montappone"
"4637 1","Gualdo"
"4638 1","Gualdo"
"4639 1","Loro Piceno"
"4640 1","Penna San Giovanni"
"4641 1","Loro Piceno"
"4642 1","Falerone"
"4643 1","Sant'Angelo in Pontano"
"4644 1","Monte Vidon Corrado"
"4645 1","Ripe San Ginesio"
"4646 1","Sarnano"
"4647 1","Monte San Martino"
"4648 1","Gualdo"
"4649 1","Sant'Angelo in Pontano"
"4650 1","Montappone"
"4651 1","Montappone"
"4652 1","Falerone"
"4653 1","San Ginesio"
"4654 1","Monte Vidon Corrado"
"4655 1","Monte Vidon Corrado"
"4656 1","Sarnano"
"4657 1","Falerone"
"4658 1","San Ginesio"
"4659 1","San Ginesio"
"4660 1","Gualdo"
"4661 1","Sarnano"
"4662 1","Sarnano"
"4663 1","Massa Fermana"
"4664 1","Sarnano"
"4665 1","Sarnano"
"4666 1","Colmurano"
"4667 1","Montappone"
"4668 1","Ripe San Ginesio"
"4669 1","San Ginesio"
"4670 1","San Ginesio"
"4671 1","Loro Piceno"
"4672 1","Sarnano"
"4673 1","Massa Fermana"
"4674 1","Penna San Giovanni"
"4675 1","Monte San Martino"
"4676 1","Sant'Angelo in Pontano"
"4677 1","Monte Vidon Corrado"
"4678 1","Loro Piceno"
"4679 1","Sarnano"
"4680 1","Sarnano"
"4681 1","Falerone"
"4682 1","Falerone"
"4683 1","Massa Fermana"
"4684 1","Sant'Angelo in Pontano"
"4685 1","Fermo"
"4686 1","Montegiorgio"
"4687 1","Montegiorgio"
"4688 1","Petritoli"
"4689 1","Montegiorgio"
"4690 1","Ortezzano"
"4691 1","Montegiorgio"
"4692 1","Grottazzolina"
"4693 1","Monte Rinaldo"
"4694 1","Montegiorgio"
"4695 1","Ponzano di Fermo"
"4696 1","Montegiorgio"
"4697 1","Grottazzolina"
"4698 1","Grottazzolina"
"4699 1","Fermo"
"4700 1","Servigliano"
"4701 1","Montegiorgio"
"4702 1","Montegiorgio"
"4703 1","Belmonte Piceno"
"4704 1","Rapagnano"
"4705 1","Montegiorgio"
"4706 1","Ponzano di Fermo"
"4707 1","Rapagnano"
"4708 1","Monterubbiano"
"4709 1","Monterubbiano"
"4710 1","Monte Giberto"
"4711 1","Petritoli"
"4712 1","Magliano di Tenna"
"4713 1","Montegiorgio"
"4714 1","Montegiorgio"
"4715 1","Fermo"
"4716 1","Ponzano di Fermo"
"4717 1","Monte Vidon Combatte"
"4718 1","Monte Rinaldo"
"4719 1","Monsampietro Morico"
"4720 1","Servigliano"
"4721 1","Petritoli"
"4722 1","Belmonte Piceno"
"4723 1","Belmonte Piceno"
"4724 1","Montegiorgio"
"4725 1","Montegiorgio"
"4726 1","Falerone"
"4727 1","Montegiorgio"
"4728 1","Fermo"
"4729 1","Grottazzolina"
"4730 1","Montegiorgio"
"4731 1","Montegiorgio"
"4732 1","Montegiorgio"
"4733 1","Falerone"
"4734 1","Montecosaro"
"4735 1","Morrovalle"
"4736 1","Sant'Elpidio a Mare"
"4737 1","Montegranaro"
"4738 1","Montegranaro"
"4739 1","Montegranaro"
"4740 1","Montegranaro"
"4741 1","Torre San Patrizio"
"4742 1","Monte Urano"
"4743 1","Monte Urano"
"4744 1","Monte San Giusto"
"4745 1","Montegranaro"
"4746 1","Civitanova Marche"
"4747 1","Civitanova Marche"
"4748 1","Montegranaro"
"4749 1","Montegranaro"
"4750 1","Civitanova Marche"
"4751 1","Monte Urano"
"4752 1","Monte San Pietrangeli"
"4753 1","Monte San Pietrangeli"
"4754 1","Monte San Giusto"
"4755 1","Montegranaro"
"4756 1","Montegranaro"
"4757 1","Monte San Pietrangeli"
"4758 1","Francavilla d'Ete"
"4759 1","Corridonia"
"4760 1","Corridonia"
"4761 1","Civitanova Marche"
"4762 1","Fermo"
"4763 1","Monte Urano"
"4764 1","Sant'Elpidio a Mare"
"4765 1","Torre San Patrizio"
"4766 1","Morrovalle"
"4767 1","Montegranaro"
"4768 1","Corridonia"
"4769 1","Sant'Elpidio a Mare"
"4770 1","Monte San Giusto"
"4771 1","Corridonia"
"4772 1","Monte Urano"
"4773 1","Monte Urano"
"4774 1","Sant'Elpidio a Mare"
"4775 1","Civitanova Marche"
"4776 1","Morrovalle"
"4777 1","Falerone"
"4778 1","Montegiorgio"
"4779 1","Carassai"
"4780 1","Montelparo"
"4781 1","Montelparo"
"4782 1","Montelparo"
"4783 1","Rapagnano"
"4784 1","Rapagnano"
"4785 1","Montelparo"
"4786 1","Magliano di Tenna"
"4787 1","Montelparo"
"4788 1","Petritoli"
"4789 1","Montegiorgio"
"4790 1","Rapagnano"
"4791 1","Carassai"
"4792 1","Fermo"
"4793 1","Montegiorgio"
"4794 1","Montelparo"
"4795 1","Carassai"
"4796 1","Carassai"
"4797 1","Carassai"
"4798 1","Ortezzano"
"4799 1","Fermo"
"4800 1","Montegiorgio"
"4801 1","Montegiorgio"
"4802 1","Montegiorgio"
"4803 1","Montegiorgio"
"4804 1","Belmonte Piceno"
"4805 1","Falerone"
"4806 1","Rapagnano"
"4807 1","Montegiorgio"
"4808 1","Montegiorgio"
"4809 1","Montelparo"
"4810 1","Carassai"
"4811 1","Monte Rinaldo"
"4812 1","Montegiorgio"
"4813 1","Magliano di Tenna"
"4814 1","Montegiorgio"
"4815 1","Fermo"
"4816 1","Montegiorgio"
"4817 1","Rapagnano"
"4818 1","Montottone"
"4819 1","Petritoli"
"4820 1","Grottazzolina"
"4821 1","Santa Vittoria in Matenano"
"4822 1","Montegiorgio"
"4823 1","Monte Vidon Combatte"
"4824 1","Monsampietro Morico"
"4825 1","Monte Vidon Corrado"
"4826 1","Ortezzano"
"4827 1","Magliano di Tenna"
"4828 1","Fermo"
"4829 1","Petritoli"
"4830 1","Rapagnano"
"4831 1","Falerone"
"4832 1","Rapagnano"
"4833 1","Monte Vidon Combatte"
"4834 1","Rapagnano"
"4835 1","Fermo"
"4836 1","Falerone"
"4837 1","Montegiorgio"
"4838 1","Magliano di Tenna"
"4839 1","Grottazzolina"
"4840 1","Monteleone di Fermo"
"4841 1","Ortezzano"
"4842 1","Servigliano"
"4843 1","Montegiorgio"
"4844 1","Montegiorgio"
"4845 1","Monte Giberto"
"4846 1","Fermo"
"4847 1","Fermo"
"4848 1","Grottazzolina"
"4849 1","Monte Rinaldo"
"4850 1","Montelparo"
"4851 1","Ortezzano"
"4852 1","Ponzano di Fermo"
"4853 1","Servigliano"
"4854 1","Montegiorgio"
"4855 1","Petritoli"
"4856 1","Montegiorgio"
"4857 1","Ponzano di Fermo"
"4858 1","Montottone"
"4859 1","Montottone"
"4860 1","Petritoli"
"4861 1","Falerone"
"4862 1","Montegiorgio"
"4863 1","Montegiorgio"
"4864 1","Montegiorgio"
"4865 1","Montegiorgio"
"4866 1","Servigliano"
"4867 1","Monterubbiano"
"4868 1","Monte Giberto"
"4869 1","Montottone"
"4870 1","Monte Vidon Combatte"
"4871 1","Carassai"
"4872 1","Petritoli"
"4873 1","Petritoli"
"4874 1","Montelparo"
"4875 1","Monte Giberto"
"4876 1","Falerone"
"4877 1","Petritoli"
"4878 1","Ponzano di Fermo"
"4879 1","Falerone"
"4880 1","Grottazzolina"
"4881 1","Monte Rinaldo"
"4882 1","Monte Giberto"
"4883 1","Fermo"
"4884 1","Petritoli"
"4885 1","Montegiorgio"
"4886 1","Montegiorgio"
"4887 1","Magliano di Tenna"
"4888 1","Falerone"
"4889 1","Montegiorgio"
"4890 1","Belmonte Piceno"
"4891 1","Montegiorgio"
"4892 1","Montegiorgio"
"4893 1","Grottazzolina"
"4894 1","Monte Rinaldo"
"4895 1","Montottone"
"4896 1","Montelparo"
"4897 1","Monte Vidon Corrado"
"4898 1","Monteleone di Fermo"
"4899 1","Fermo"
"4900 1","Grottazzolina"
"4901 1","Santa Vittoria in Matenano"
"4902 1","Santa Vittoria in Matenano"
"4903 1","Fermo"
"4904 1","Grottazzolina"
"4905 1","Grottazzolina"
"4906 1","Monte Vidon Combatte"
"4907 1","Montegiorgio"
"4908 1","Carassai"
"4909 1","Montegiorgio"
"4910 1","Fermo"
"4911 1","Montegiorgio"
"4912 1","Monte Giberto"
"4913 1","Magliano di Tenna"
"4914 1","Montottone"
"4915 1","Grottazzolina"
"4916 1","Ortezzano"
"4917 1","Montegiorgio"
"4918 1","Ponzano di Fermo"
"4919 1","Montegiorgio"
"4920 1","Magliano di Tenna"
"4921 1","Montottone"
"4922 1","Falerone"
"4923 1","Fermo"
"4924 1","Santa Vittoria in Matenano"
"4925 1","Falerone"
"4926 1","Monterubbiano"
"4927 1","Monte Vidon Combatte"
"4928 1","Grottazzolina"
"4929 1","Monte Giberto"
"4930 1","Servigliano"
"4931 1","Montegiorgio"
"4932 1","Montegiorgio"
"4933 1","Montegiorgio"
"4934 1","Montegiorgio"
"4935 1","Montegiorgio"
"4936 1","Servigliano"
"4937 1","Montegiorgio"
"4938 1","Montegiorgio"
"4939 1","Montegiorgio"
"4940 1","Monterubbiano"
"4941 1","Petritoli"
"4942 1","Grottazzolina"
"4943 1","Montegiorgio"
"4944 1","Ponzano di Fermo"
"4945 1","Montegranaro"
"4946 1","Montegranaro"
"4947 1","Montegranaro"
"4948 1","Montegranaro"
"4949 1","Montegranaro"
"4950 1","Montegranaro"
"4951 1","Montegranaro"
"4952 1","Civitanova Marche"
"4953 1","Civitanova Marche"
"4954 1","Sant'Elpidio a Mare"
"4955 1","Montegranaro"
"4956 1","Montegranaro"
"4957 1","Monte San Pietrangeli"
"4958 1","Sant'Elpidio a Mare"
"4959 1","Montegranaro"
"4960 1","Montegranaro"
"4961 1","Sant'Elpidio a Mare"
"4962 1","Montegranaro"
"4963 1","Montegranaro"
"4964 1","Montegranaro"
"4965 1","Montegranaro"
"4966 1","Morrovalle"
"4967 1","Civitanova Marche"
"4968 1","Civitanova Marche"
"4969 1","Montecosaro"
"4970 1","Corridonia"
"4971 1","Montegranaro"
"4972 1","Sant'Elpidio a Mare"
"4973 1","Montegranaro"
"4974 1","Sant'Elpidio a Mare"
"4975 1","Montegranaro"
"4976 1","Sant'Elpidio a Mare"
"4977 1","Corridonia"
"4978 1","Monte Urano"
"4979 1","Civitanova Marche"
"4980 1","Sarnano"
"4981 1","Sarnano"
"4982 1","Sarnano"
"4983 1","Sarnano"
"4984 1","Falerone"
"4985 1","San Ginesio"
"4986 1","Penna San Giovanni"
"4987 1","Penna San Giovanni"
"4988 1","San Ginesio"
"4989 1","Ripe San Ginesio"
"4990 1","Colmurano"
"4991 1","Tolentino"
"4992 1","Ripe San Ginesio"
"4993 1","Sarnano"
"4994 1","Sarnano"
"4995 1","Loro Piceno"
"4996 1","Sarnano"
"4997 1","Sarnano"
"4998 1","Servigliano"
"4999 1","Amandola"
"5000 1","Gualdo"
"5001 1","Falerone"
"5002 1","Amandola"
"5003 1","San Ginesio"
"5004 1","Sarnano"
"5005 1","Penna San Giovanni"
"5006 1","Penna San Giovanni"
"5007 1","Sant'Angelo in Pontano"
"5008 1","Sarnano"
"5009 1","Penna San Giovanni"
"5010 1","Sarnano"
"5011 1","Sant'Angelo in Pontano"
"5012 1","Sant'Angelo in Pontano"
"5013 1","Cessapalombo"
"5014 1","Montappone"
"5015 1","Montappone"
"5016 1","Monte San Martino"
"5017 1","Sarnano"
"5022 1","Macerata"
"5025 1","Ancona"
"5026 1","Jesi"
"5027 1","Osimo"
"5029 1","Macerata"
"5030 1","Recanati"
"5032 1","Porto Sant'Elpidio"
"5147 1","Ancona"
"5148 1","Ancona"
"5149 1","Ancona"
"5150 1","Ancona"
"5151 1","Falconara Marittima"
"5152 1","Falconara Marittima"
"5153 1","Falconara Marittima"
"5154 1","Falconara Marittima"
"5155 1","Falconara Marittima"
"5156 1","Falconara Marittima"
"5157 1","Falconara Marittima"
"5158 1","Falconara Marittima"
"5159 1","Falconara Marittima"
"5160 1","Falconara Marittima"
"5161 1","Falconara Marittima"
"5162 1","Falconara Marittima"
"5163 1","Falconara Marittima"
"5164 1","Falconara Marittima"
"5165 1","Falconara Marittima"
"5166 1","Falconara Marittima"
"5167 1","Falconara Marittima"
"5168 1","Falconara Marittima"
"5169 1","Falconara Marittima"
"5170 1","Falconara Marittima"
"5171 1","Falconara Marittima"
"5172 1","Falconara Marittima"
"5173 1","Falconara Marittima"
"5174 1","Falconara Marittima"
"5175 1","Falconara Marittima"
"5176 1","Falconara Marittima"
"5177 1","Falconara Marittima"
"5178 1","Falconara Marittima"
"5179 1","Falconara Marittima"
"5180 1","Falconara Marittima"
"5181 1","Falconara Marittima"
"5182 1","Falconara Marittima"
"5183 1","Falconara Marittima"
"5184 1","Falconara Marittima"
"5185 1","Falconara Marittima"
"5186 1","Falconara Marittima"
"5187 1","Falconara Marittima"
"5188 1","Falconara Marittima"
"5189 1","Falconara Marittima"
"5190 1","Falconara Marittima"
"5191 1","Falconara Marittima"
"5192 1","Falconara Marittima"
"5193 1","Falconara Marittima"
"5194 1","Falconara Marittima"
"5195 1","Falconara Marittima"
"5196 1","Falconara Marittima"
"5197 1","Falconara Marittima"
"5198 1","Falconara Marittima"
"5199 1","Falconara Marittima"
"5200 1","Falconara Marittima"
"5201 1","Falconara Marittima"
"5202 1","Falconara Marittima"
"5203 1","Falconara Marittima"
"5204 1","Falconara Marittima"
"5205 1","Falconara Marittima"
"5206 1","Falconara Marittima"
"5207 1","Falconara Marittima"
"5208 1","Falconara Marittima"
"5209 1","Falconara Marittima"
"5210 1","Falconara Marittima"
"5211 1","Falconara Marittima"
"5212 1","Falconara Marittima"
"5213 1","Falconara Marittima"
"5214 1","Falconara Marittima"
"5215 1","Falconara Marittima"
"5244 1","Ancona"
"5245 1","Ancona"
"5263 1","Ancona"
"5264 1","Ancona"
"5265 1","Ancona"
"5266 1","Ancona"
"5267 1","Ancona"
"5268 1","Ancona"
"5269 1","Ancona"
"5270 1","Ancona"
"5271 1","Ancona"
"5272 1","Ancona"
"5273 1","Ancona"
"5274 1","Ancona"
"5275 1","Ancona"
"5276 1","Ancona"
"5277 1","Ancona"
"5278 1","Ancona"
"5279 1","Ancona"
"5280 1","Ancona"
"5281 1","Ancona"
"5328 1","Macerata"
"5340 1","Fermo"
"5341 1","Fermo"
"5342 1","Fermo"
"5343 1","Fermo"
"5344 1","Fermo"
"5345 1","Fermo"
"5346 1","Fermo"
"5347 1","Fermo"
"5348 1","Fermo"
"5358 1","Altidona"
"5359 1","Altidona"
"5360 1","Monterubbiano"
"5361 1","Lapedona"
"5362 1","Lapedona"
"5363 1","Monterubbiano"
"5364 1","Grottammare"
"5365 1","Altidona"
"5366 1","Pedaso"
"5367 1","Fermo"
"5368 1","Campofilone"
"5369 1","Ripatransone"
"5370 1","Fermo"
"5371 1","Altidona"
"5372 1","Altidona"
"5373 1","Montefiore dell'Aso"
"5374 1","Massignano"
"5375 1","Montefiore dell'Aso"
"5376 1","Massignano"
"5413 1","Macerata"
"5414 1","Macerata"
"5415 1","Macerata"
"5416 1","Macerata"
"5417 1","Macerata"
"5418 1","Macerata"
"5419 1","Macerata"
"5420 1","Macerata"
"5421 1","Macerata"
"5422 1","Macerata"
"5423 1","Macerata"
"5424 1","Macerata"
"5425 1","Macerata"
"5426 1","Macerata"
"5427 1","Tolentino"
"5428 1","Tolentino"
"5429 1","Tolentino"
"5430 1","Macerata"
"5431 1","Macerata"
"5432 1","Macerata"
"5433 1","Macerata"
"5434 1","Macerata"
"5435 1","Macerata"
"5436 1","Macerata"
"5437 1","Macerata"
"5438 1","Macerata"
"5439 1","Macerata"
"5440 1","Macerata"
"5441 1","Macerata"
"5442 1","Macerata"
"5443 1","Macerata"
"5444 1","Macerata"
"5445 1","Macerata"
"5446 1","Macerata"
"5447 1","Macerata"
"5448 1","Macerata"
"5449 1","Macerata"
"5450 1","Macerata"
"5451 1","Macerata"
"5452 1","Macerata"
"5453 1","Macerata"
"5454 1","Macerata"
"5455 1","Macerata"
"5456 1","Macerata"
"5457 1","Macerata"
"5458 1","Macerata"
"5459 1","Macerata"
"5460 1","Macerata"
"5461 1","Macerata"
"5462 1","Macerata"
"5463 1","Macerata"
"5464 1","Macerata"
"5530 1","Falconara Marittima"
"5531 1","Falconara Marittima"
"5532 1","Falconara Marittima"
"5533 1","Falconara Marittima"
"5534 1","Falconara Marittima"
"5535 1","Falconara Marittima"
"5536 1","Falconara Marittima"
"5537 1","Falconara Marittima"
"5538 1","Falconara Marittima"
"5539 1","Falconara Marittima"
"5540 1","Falconara Marittima"
"5541 1","Falconara Marittima"
"5542 1","Falconara Marittima"
"5543 1","Falconara Marittima"
"5544 1","Falconara Marittima"
"5545 1","Falconara Marittima"
"5546 1","Falconara Marittima"
"5547 1","Falconara Marittima"
"5548 1","Falconara Marittima"
"5549 1","Falconara Marittima"
"5550 1","Falconara Marittima"
"5551 1","Falconara Marittima"
"5552 1","Falconara Marittima"
"5553 1","Falconara Marittima"
"5554 1","Falconara Marittima"
"5555 1","Falconara Marittima"
"5556 1","Falconara Marittima"
"5557 1","Falconara Marittima"
"5558 1","Falconara Marittima"
"5559 1","Falconara Marittima"
"5560 1","Falconara Marittima"
"5561 1","Falconara Marittima"
"5562 1","Falconara Marittima"
"5563 1","Falconara Marittima"
"5564 1","Falconara Marittima"
"5565 1","Falconara Marittima"
"5566 1","Falconara Marittima"
"5567 1","Falconara Marittima"
"5568 1","Falconara Marittima"
"5569 1","Falconara Marittima"
"5570 1","Falconara Marittima"
"5571 1","Falconara Marittima"
"5572 1","Falconara Marittima"
"5573 1","Falconara Marittima"
"5574 1","Falconara Marittima"
"5575 1","Falconara Marittima"
"5576 1","Falconara Marittima"
"5577 1","Falconara Marittima"
"5578 1","Falconara Marittima"
"5579 1","Falconara Marittima"
"5580 1","Falconara Marittima"
"5581 1","Falconara Marittima"
"5595 1","Ancona"
"5596 1","Ancona"
"5597 1","Ancona"
"5598 1","Ancona"
"5599 1","Ancona"
"5600 1","Ancona"
"5601 1","Ancona"
"5602 1","Ancona"
"5603 1","Ancona"
"5604 1","Ancona"
"5631 1","Macerata"
"5632 1","Macerata"
"5633 1","Macerata"
"5634 1","Macerata"
"5635 1","Macerata"
"5636 1","Macerata"
"5637 1","Macerata"
"5638 1","Macerata"
"5639 1","Ancona"
"5640 1","Ancona"
"5641 1","Ancona"
"5642 1","Ancona"
"5643 1","Ancona"
"5644 1","Ancona"
"5645 1","Ancona"
"5646 1","Ancona"
"5647 1","Ancona"
"5648 1","Ancona"
"5649 1","Ancona"
"5650 1","Ancona"
"5651 1","Ancona"
"5652 1","Ancona"
"5653 1","Ancona"
"5654 1","Ancona"
"5655 1","Civitanova Marche"
"5672 1","Recanati"
"5705 1","Recanati"
"5706 1","Recanati"
"5707 1","Recanati"
"5708 1","Recanati"
"5709 1","Recanati"
"5710 1","Recanati"
"5711 1","Recanati"
"5712 1","Civitanova Marche"
"5713 1","Civitanova Marche"
"5714 1","Civitanova Marche"
"5748 1","Macerata"
"5749 1","Macerata"
"5750 1","Macerata"
"5751 1","Macerata"
"5752 1","Macerata"
"5753 1","Macerata"
"5754 1","Macerata"
"5755 1","Tolentino"
"5756 1","Macerata"
"5757 1","Macerata"
"5758 1","Macerata"
"5876 1","Falconara Marittima"
"5877 1","Falconara Marittima"
"5878 1","Falconara Marittima"
"5879 1","Falconara Marittima"
"5880 1","Falconara Marittima"
"5881 1","Falconara Marittima"
"5882 1","Falconara Marittima"
"5883 1","Falconara Marittima"
"5884 1","Ancona"
"5885 1","Ancona"
"5886 1","Ancona"
"5887 1","Ancona"
"5888 1","Ancona"
"5889 1","Ancona"
"5890 1","Ancona"
"5891 1","Ancona"
"5892 1","Ancona"
"5893 1","Ancona"
"5894 1","Ancona"
"5895 1","Ancona"
"5896 1","Ancona"
"5897 1","Ancona"
"5898 1","Ancona"
"5899 1","Ancona"
"5900 1","Ancona"
"5901 1","Ancona"
"5902 1","Ancona"
"5903 1","Ancona"
"5904 1","Ancona"
"5905 1","Ancona"
"5906 1","Ancona"
"5907 1","Ancona"
"5908 1","Ancona"
"5909 1","Ancona"
"5910 1","Ancona"
"5911 1","Ancona"
"5912 1","Ancona"
"5913 1","Ancona"
"5914 1","Ancona"
"5915 1","Ancona"
"5916 1","Ancona"
"5917 1","Ancona"
"5918 1","Ancona"
"5919 1","Ancona"
"5920 1","Ancona"
"5921 1","Ancona"
"5922 1","Ancona"
"5923 1","Ancona"
"5924 1","Ancona"
"5925 1","Ancona"
"5926 1","Ancona"
"5927 1","Ancona"
"5928 1","Ancona"
"5929 1","Ancona"
"5930 1","Ancona"
"5931 1","Ancona"
"5932 1","Ancona"
"5933 1","Ancona"
"5934 1","Ancona"
"5935 1","Ancona"
"5936 1","Ancona"
"5937 1","Ancona"
"5938 1","Ancona"
"5939 1","Ancona"
"5940 1","Ancona"
"6016 1","Macerata"
"6017 1","Macerata"
"6018 1","Macerata"
"6019 1","Macerata"
"6020 1","Macerata"
"6021 1","Macerata"
"6022 1","Macerata"
"6023 1","Macerata"
"6024 1","Macerata"
"6025 1","Macerata"
"6026 1","Macerata"
"6027 1","Macerata"
"6028 1","Macerata"
"6029 1","Macerata"
"6030 1","Macerata"
"6031 1","Macerata"
"6032 1","Macerata"
"6033 1","Macerata"
"6034 1","Macerata"
"6035 1","Macerata"
"6036 1","Macerata"
"6037 1","Macerata"
"6038 1","Macerata"
"6039 1","Macerata"
"6040 1","Macerata"
"6041 1","Macerata"
"6042 1","Macerata"
"6043 1","Macerata"
"6044 1","Macerata"
"6045 1","Macerata"
"6046 1","Macerata"
"6047 1","Macerata"
"6048 1","Macerata"
"6049 1","Macerata"
"6050 1","Tolentino"
"6051 1","Macerata"
"6052 1","Macerata"
"6053 1","Macerata"
"6054 1","Macerata"
"6055 1","Macerata"
"6056 1","Macerata"
"6057 1","Macerata"
"6058 1","Macerata"
"6059 1","Macerata"
"6060 1","Macerata"
"6061 1","Macerata"
"6062 1","Macerata"
"6063 1","Macerata"
"6064 1","Macerata"
"6065 1","Macerata"
"6066 1","Macerata"
"6067 1","Macerata"
"6068 1","Macerata"
"6069 1","Macerata"
"6070 1","Macerata"
"6071 1","Macerata"
"6132 1","Ancona"
"6133 1","Ancona"
"6134 1","Ancona"
"6135 1","Ancona"
"6136 1","Ancona"
"6137 1","Ancona"
"6138 1","Ancona"
"6139 1","Ancona"
"6140 1","Ancona"
"6141 1","Ancona"
"6142 1","Ancona"
"6143 1","Ancona"
"6144 1","Ancona"
"6145 1","Ancona"
"6146 1","Ancona"
"6147 1","Ancona"
"6148 1","Ancona"
"6149 1","Ancona"
"6150 1","Ancona"
"6151 1","Ancona"
"6152 1","Ancona"
"6153 1","Ancona"
"6154 1","Ancona"
"6155 1","Ancona"
"6156 1","Ancona"
"6157 1","Ancona"
"6158 1","Ancona"
"6159 1","Ancona"
"6160 1","Ancona"
"6161 1","Ancona"
"6162 1","Ancona"
"6163 1","Ancona"
"6164 1","Ancona"
"6165 1","Ancona"
"6166 1","Ancona"
"6167 1","Ancona"
"6168 1","Ancona"
"6169 1","Ancona"
"6170 1","Ancona"
"6171 1","Ancona"
"6172 1","Ancona"
"6173 1","Ancona"
"6174 1","Ancona"
"6175 1","Ancona"
"6176 1","Ancona"
"6177 1","Ancona"
"6178 1","Ancona"
"6179 1","Ancona"
"6180 1","Ancona"
"6181 1","Ancona"
"6182 1","Ancona"
"6183 1","Ancona"
"6248 1","Macerata"
"6249 1","Macerata"
"6250 1","Macerata"
"6251 1","Macerata"
"6252 1","Macerata"
"6253 1","Macerata"
"6360 1","Ancona"
"6361 1","Ancona"
"6362 1","Ancona"
"6363 1","Ancona"
"6364 1","Ancona"
"6365 1","Ancona"
"6366 1","Ancona"
"6367 1","Ancona"
"6368 1","Ancona"
"6369 1","Ancona"
"6370 1","Ancona"
"6371 1","Ancona"
"6372 1","Ancona"
"6373 1","Ancona"
