"SP_ID","assoc_comuni"
"10735 1","Civitanova Marche"
"10736 1","Civitanova Marche"
"10737 1","Civitanova Marche"
"10738 1","Fermo"
"10739 1","Fermo"
"10740 1","Fermo"
"10741 1","Fermo"
"10742 1","Porto Sant'Elpidio"
"10743 1","Porto Sant'Elpidio"
"10744 1","Porto Sant'Elpidio"
"10745 1","Porto Sant'Elpidio"
"10746 1","Fermo"
"10760 1","Grottammare"
"10775 1","Corinaldo"
"10776 1","Cingoli"
"10777 1","Monte San Vito"
"10778 1","Chiaravalle"
"10779 1","Montecassiano"
"10780 1","Appignano"
"10781 1","Filottrano"
"10782 1","Camerano"
"10783 1","Loreto"
"10784 1","Muccia"
"10785 1","Pollenza"
"10789 1","Camerano"
"10790 1","Chiaravalle"
"10791 1","Corinaldo"
"10795 1","Filottrano"
"10796 1","Loreto"
"10797 1","Monte San Vito"
"10798 1","Appignano"
"10799 1","Cingoli"
"10800 1","Montecassiano"
"10801 1","Muccia"
"10802 1","Pollenza"
"10807 1","Porto San Giorgio"
"10808 1","Porto San Giorgio"
"10809 1","Fermo"
"10810 1","Fermo"
"10811 1","Sant'Elpidio a Mare"
"10812 1","Fermo"
"10813 1","Porto Sant'Elpidio"
"10814 1","Porto San Giorgio"
"10815 1","Porto San Giorgio"
"10816 1","Porto San Giorgio"
"10817 1","Porto San Giorgio"
"10818 1","Porto San Giorgio"
"10819 1","Fermo"
"10820 1","Fermo"
"10821 1","Porto San Giorgio"
"10822 1","Porto San Giorgio"
"10823 1","Porto San Giorgio"
"10824 1","Porto San Giorgio"
"10825 1","Porto San Giorgio"
"10826 1","Porto San Giorgio"
"10827 1","Porto San Giorgio"
"10828 1","Fermo"
"10829 1","Porto Sant'Elpidio"
"10830 1","Porto San Giorgio"
"10831 1","Porto San Giorgio"
"10832 1","Porto San Giorgio"
"10833 1","Porto San Giorgio"
"10834 1","Porto San Giorgio"
"10835 1","Porto San Giorgio"
"10836 1","Porto San Giorgio"
"10837 1","Porto San Giorgio"
"10838 1","Porto San Giorgio"
"10839 1","Fermo"
"10840 1","Porto Sant'Elpidio"
"10841 1","Fermo"
"10842 1","Porto Sant'Elpidio"
"10843 1","Porto San Giorgio"
"10844 1","Porto San Giorgio"
"10845 1","Porto San Giorgio"
"10846 1","Porto San Giorgio"
"10847 1","Porto San Giorgio"
"10848 1","Porto San Giorgio"
"10849 1","Porto San Giorgio"
"10850 1","Porto San Giorgio"
"10851 1","Porto San Giorgio"
"10852 1","Fermo"
"10853 1","Fermo"
"10854 1","Civitanova Marche"
"10855 1","Civitanova Marche"
"10856 1","Civitanova Marche"
"10857 1","Porto Sant'Elpidio"
"10858 1","Porto Sant'Elpidio"
"10859 1","Porto Sant'Elpidio"
"10860 1","Porto Sant'Elpidio"
"10861 1","Porto Sant'Elpidio"
"10862 1","Porto Sant'Elpidio"
"10863 1","Porto Sant'Elpidio"
"10919 1","Grottammare"
"10924 1","Ripatransone"
"10948 1","Porto San Giorgio"
"10949 1","Porto San Giorgio"
"10950 1","Porto San Giorgio"
"10951 1","Porto San Giorgio"
"10952 1","Sant'Elpidio a Mare"
"10953 1","Fermo"
"10954 1","Porto San Giorgio"
"10955 1","Porto San Giorgio"
"10956 1","Porto San Giorgio"
"10957 1","Porto San Giorgio"
"10958 1","Porto San Giorgio"
"10959 1","Porto San Giorgio"
"10960 1","Porto San Giorgio"
"10961 1","Porto San Giorgio"
"10962 1","Porto San Giorgio"
"10963 1","Sant'Elpidio a Mare"
"10964 1","Porto San Giorgio"
"10965 1","Porto San Giorgio"
"10966 1","Porto San Giorgio"
"10967 1","Fermo"
"10968 1","Porto San Giorgio"
"10969 1","Fermo"
"10970 1","Fermo"
"10971 1","Porto San Giorgio"
"10972 1","Porto San Giorgio"
"10973 1","Fermo"
"10974 1","Porto San Giorgio"
"10975 1","Porto San Giorgio"
"10976 1","Porto San Giorgio"
"10977 1","Porto San Giorgio"
"10978 1","Porto San Giorgio"
"10979 1","Fermo"
"10980 1","Porto San Giorgio"
"10981 1","Porto San Giorgio"
"10982 1","Porto San Giorgio"
"10983 1","Porto San Giorgio"
"10984 1","Porto San Giorgio"
"10985 1","Porto San Giorgio"
"10986 1","Porto San Giorgio"
"11006 1","Grottammare"
"11028 1","Porto San Giorgio"
"11029 1","Porto San Giorgio"
"11030 1","Porto San Giorgio"
"11031 1","Porto San Giorgio"
"11032 1","Porto San Giorgio"
"11033 1","Fermo"
"11034 1","Porto San Giorgio"
"11035 1","Porto Sant'Elpidio"
"11036 1","Porto Sant'Elpidio"
"11037 1","Fermo"
"11038 1","Fermo"
"11039 1","Fermo"
"11040 1","Fermo"
"11041 1","Fermo"
"11042 1","Porto San Giorgio"
"11043 1","Porto Sant'Elpidio"
"11044 1","Porto Sant'Elpidio"
"11045 1","Porto San Giorgio"
"11046 1","Porto Sant'Elpidio"
"11047 1","Porto San Giorgio"
"11048 1","Fermo"
"11049 1","Porto Sant'Elpidio"
"11050 1","Fermo"
"11051 1","Porto San Giorgio"
"11052 1","Porto San Giorgio"
"11053 1","Porto San Giorgio"
"11054 1","Porto San Giorgio"
"11055 1","Porto San Giorgio"
"11056 1","Porto San Giorgio"
"11057 1","Porto San Giorgio"
"11058 1","Porto San Giorgio"
"11059 1","Porto San Giorgio"
"11060 1","Porto San Giorgio"
"11061 1","Porto Sant'Elpidio"
"11062 1","Fermo"
"11063 1","Fermo"
"11064 1","Porto San Giorgio"
"11065 1","Sant'Elpidio a Mare"
"11066 1","Porto San Giorgio"
"11067 1","Porto San Giorgio"
"11068 1","Porto San Giorgio"
"11069 1","Porto San Giorgio"
"11070 1","Sant'Elpidio a Mare"
"11071 1","Porto San Giorgio"
"11072 1","Porto San Giorgio"
"11073 1","Porto San Giorgio"
"11074 1","Porto San Giorgio"
"11075 1","Porto San Giorgio"
"11076 1","Porto San Giorgio"
"11078 1","Camerino"
"11079 1","Monte Cavallo"
"11080 1","Camerino"
"11083 1","Monte Cavallo"
"11096 1","Porto San Giorgio"
"11097 1","Porto San Giorgio"
"11098 1","Porto San Giorgio"
"11099 1","Porto San Giorgio"
"11126 1","Civitanova Marche"
"11127 1","Civitanova Marche"
"11128 1","Civitanova Marche"
"11129 1","Civitanova Marche"
"11130 1","Civitanova Marche"
"11131 1","Civitanova Marche"
"11132 1","Porto Sant'Elpidio"
"11133 1","Porto Sant'Elpidio"
"11134 1","Porto Sant'Elpidio"
"11135 1","Porto Sant'Elpidio"
"11136 1","Porto Sant'Elpidio"
"11137 1","Fermo"
"11138 1","Fermo"
"11139 1","Fermo"
"11140 1","Porto Sant'Elpidio"
"11141 1","Civitanova Marche"
"11142 1","Civitanova Marche"
"11143 1","Civitanova Marche"
"11144 1","Civitanova Marche"
"11145 1","Civitanova Marche"
"11146 1","Civitanova Marche"
"11147 1","Porto Sant'Elpidio"
"11148 1","Porto Sant'Elpidio"
"11149 1","Porto Sant'Elpidio"
"11150 1","Porto Sant'Elpidio"
"11151 1","Civitanova Marche"
"11152 1","Civitanova Marche"
"11153 1","Civitanova Marche"
"11154 1","Civitanova Marche"
"11155 1","Civitanova Marche"
"11156 1","Civitanova Marche"
"11157 1","Civitanova Marche"
"11158 1","Civitanova Marche"
"11185 1","Porto San Giorgio"
"11186 1","Porto San Giorgio"
"11187 1","Porto San Giorgio"
"11188 1","Porto San Giorgio"
"11189 1","Porto San Giorgio"
"11190 1","Porto San Giorgio"
"11191 1","Porto San Giorgio"
"11192 1","Porto San Giorgio"
"11193 1","Porto San Giorgio"
"11194 1","Porto San Giorgio"
"11195 1","Porto San Giorgio"
"11196 1","Porto San Giorgio"
"11197 1","Porto San Giorgio"
"11198 1","Porto San Giorgio"
"11199 1","Porto San Giorgio"
"11200 1","Porto San Giorgio"
"11201 1","Porto Sant'Elpidio"
"11202 1","Porto San Giorgio"
"11203 1","Porto San Giorgio"
"11204 1","Porto San Giorgio"
"11205 1","Porto San Giorgio"
"11206 1","Porto San Giorgio"
"11207 1","Porto San Giorgio"
"11208 1","Porto San Giorgio"
"11209 1","Porto San Giorgio"
"11210 1","Porto San Giorgio"
"11211 1","Porto Sant'Elpidio"
"11212 1","Porto San Giorgio"
"11213 1","Porto Sant'Elpidio"
"11214 1","Porto Sant'Elpidio"
"11215 1","Porto San Giorgio"
"11216 1","Porto Sant'Elpidio"
"11217 1","Porto Sant'Elpidio"
"11218 1","Porto San Giorgio"
"11219 1","Fermo"
"11220 1","Porto San Giorgio"
"11221 1","Porto San Giorgio"
"11222 1","Porto San Giorgio"
"11223 1","Porto San Giorgio"
"11224 1","Porto San Giorgio"
"11225 1","Sant'Elpidio a Mare"
"11226 1","Porto San Giorgio"
"11227 1","Sant'Elpidio a Mare"
"11228 1","Fermo"
"11229 1","Fermo"
"11230 1","Fermo"
"11231 1","Sant'Elpidio a Mare"
"11232 1","Porto San Giorgio"
"11233 1","Sant'Angelo in Pontano"
"11234 1","Fermo"
"11235 1","Magliano di Tenna"
"11236 1","Montegiorgio"
"11237 1","Montegiorgio"
"11238 1","Monsampietro Morico"
"11239 1","Servigliano"
"11240 1","Ortezzano"
"11241 1","Monteleone di Fermo"
"11242 1","Monteleone di Fermo"
"11243 1","Carassai"
"11244 1","Magliano di Tenna"
"11245 1","Montegiorgio"
"11246 1","Carassai"
"11247 1","Montalto delle Marche"
"11248 1","Montalto delle Marche"
"11249 1","Carassai"
"11250 1","Montegiorgio"
"11251 1","Monte Vidon Corrado"
"11252 1","Monterubbiano"
"11253 1","Petritoli"
"11254 1","Carassai"
"11255 1","Ortezzano"
"11256 1","Francavilla d'Ete"
"11257 1","Monte San Pietrangeli"
"11258 1","Sant'Elpidio a Mare"
"11259 1","Montegranaro"
"11260 1","Montecosaro"
"11261 1","Corridonia"
"11262 1","Montecosaro"
"11263 1","Civitanova Marche"
"11264 1","Montecosaro"
"11265 1","Montecosaro"
"11266 1","Fermo"
"11267 1","Fermo"
"11268 1","Monte San Pietrangeli"
"11269 1","Sant'Elpidio a Mare"
"11270 1","Mogliano"
"11271 1","Monte San Pietrangeli"
"11272 1","Mogliano"
"11273 1","Montecosaro"
"11274 1","Montegranaro"
"11275 1","Sant'Elpidio a Mare"
"11276 1","Lapedona"
"11277 1","Fermo"
"11278 1","Lapedona"
"11279 1","Fermo"
"11280 1","Lapedona"
"11281 1","Fermo"
"11358 1","Serra San Quirico"
"11362 1","Serra San Quirico"
"11365 1","Maiolati Spontini"
"11367 1","Senigallia"
"11368 1","Senigallia"
"11374 1","Montelupone"
"11375 1","Potenza Picena"
"11376 1","Montelupone"
"11377 1","Montelupone"
"11378 1","Porto Recanati"
"11381 1","Cingoli"
"11382 1","Pollenza"
"11383 1","Pollenza"
"11384 1","Macerata"
"11385 1","Falerone"
"11386 1","Sant'Angelo in Pontano"
"11387 1","Sant'Angelo in Pontano"
"11388 1","Monte San Martino"
"11389 1","Massa Fermana"
"11390 1","Falerone"
"11391 1","Monte San Martino"
"11392 1","San Ginesio"
"11393 1","Monte San Martino"
"11394 1","Sant'Angelo in Pontano"
"11395 1","Rapagnano"
"11396 1","Fermo"
"11397 1","Montegiorgio"
"11398 1","Montegiorgio"
"11399 1","Servigliano"
"11400 1","Servigliano"
"11401 1","Carassai"
"11402 1","Ortezzano"
"11403 1","Carassai"
"11404 1","Montottone"
"11405 1","Rapagnano"
"11406 1","Servigliano"
"11407 1","Sant'Elpidio a Mare"
"11408 1","Montecosaro"
"11409 1","Montecosaro"
"11410 1","Montelupone"
"11411 1","Civitanova Marche"
"11412 1","Montecosaro"
"11413 1","Montecosaro"
"11414 1","Fermo"
"11415 1","Montegranaro"
"11416 1","Montecosaro"
"11417 1","Montegranaro"
"11418 1","Montecosaro"
"11419 1","Sant'Elpidio a Mare"
"11420 1","Fermo"
"11421 1","Altidona"
"11422 1","Montefiore dell'Aso"
"11423 1","Fermo"
"11424 1","Lapedona"
"11429 1","Montalto delle Marche"
"11449 1","Serra San Quirico"
"11461 1","Ostra Vetere"
"11462 1","Rosora"
"11463 1","Ostra Vetere"
"11466 1","Serra San Quirico"
"11468 1","Serra San Quirico"
"11471 1","Serra de' Conti"
"11477 1","Serra San Quirico"
"11478 1","Apiro"
"11479 1","Apiro"
"11480 1","Apiro"
"11481 1","Maiolati Spontini"
"11482 1","Apiro"
"11483 1","Cingoli"
"11484 1","Monte Roberto"
"11485 1","Apiro"
"11486 1","Apiro"
"11487 1","Apiro"
"11488 1","Apiro"
"11489 1","Cingoli"
"11490 1","Cingoli"
"11491 1","Cingoli"
"11492 1","Apiro"
"11493 1","Apiro"
"11494 1","Cingoli"
"11495 1","Senigallia"
"11496 1","Senigallia"
"11497 1","Montemarciano"
"11498 1","Senigallia"
"11499 1","Montemarciano"
"11500 1","Matelica"
"11503 1","Matelica"
"11505 1","Monte Cavallo"
"11508 1","Camerino"
"11510 1","Pioraco"
"11512 1","Matelica"
"11513 1","Muccia"
"11602 1","Corinaldo"
"11604 1","Ostra Vetere"
"11605 1","Ostra Vetere"
"11608 1","Corinaldo"
"11617 1","Fabriano"
"11631 1","Ostra Vetere"
"11632 1","Ostra"
"11633 1","Senigallia"
"11634 1","Senigallia"
"11635 1","Osimo"
"11636 1","Offagna"
"11637 1","Osimo"
"11638 1","Agugliano"
"11639 1","Monte San Vito"
"11640 1","Montemarciano"
"11641 1","Chiaravalle"
"11642 1","Appignano"
"11646 1","Castelraimondo"
"11653 1","Barbara"
"11654 1","Falconara Marittima"
"11655 1","Camerano"
"11656 1","Montelupone"
"11657 1","Montelupone"
"11658 1","Civitanova Marche"
"11659 1","Civitanova Marche"
"11660 1","Fiastra"
"11661 1","Falerone"
"11662 1","Rapagnano"
"11663 1","Ortezzano"
"11664 1","Civitanova Marche"
"11665 1","Civitanova Marche"
"11675 1","Montefano"
"11676 1","Montefano"
"11677 1","Appignano"
"11678 1","Appignano"
"11679 1","Filottrano"
"11680 1","Appignano"
"11681 1","Santa Maria Nuova"
"11682 1","Appignano"
"11683 1","Treia"
"11684 1","Appignano"
"11685 1","Montefano"
"11686 1","Cingoli"
"11687 1","Montecassiano"
"11688 1","Macerata"
"11698 1","Porto Recanati"
"11699 1","Potenza Picena"
"11700 1","Potenza Picena"
"11701 1","Potenza Picena"
"11702 1","Potenza Picena"
"11703 1","Potenza Picena"
"11704 1","Civitanova Marche"
"11705 1","Montelupone"
"11706 1","Ancona"
"11707 1","Ancona"
"11709 1","Smerillo"
"11715 1","Amandola"
"11727 1","Montefalcone Appennino"
"11728 1","Amandola"
"11738 1","Sarnano"
"11746 1","Smerillo"
"11751 1","Smerillo"
"11752 1","Camerino"
"11753 1","Fiastra"
"11754 1","Cessapalombo"
"11755 1","Fiordimonte"
"11756 1","Camerino"
"11757 1","Serrapetrona"
"11758 1","Cessapalombo"
"11759 1","Fiastra"
"11760 1","Pievebovigliana"
"11761 1","Cessapalombo"
"11762 1","Fiordimonte"
"11763 1","San Severino Marche"
"11764 1","San Severino Marche"
"11765 1","San Severino Marche"
"11766 1","San Severino Marche"
"11767 1","Cingoli"
"11768 1","San Severino Marche"
"11769 1","San Severino Marche"
"11770 1","San Severino Marche"
"11771 1","San Severino Marche"
"11772 1","Pollenza"
"11773 1","Pollenza"
"11774 1","Pollenza"
"11775 1","Tolentino"
"11776 1","Mogliano"
"11777 1","Mogliano"
"11778 1","Urbisaglia"
"11779 1","Pollenza"
"11780 1","Pollenza"
"11781 1","Macerata"
"11782 1","Pollenza"
"11783 1","Macerata"
"11784 1","Monte Vidon Corrado"
"11785 1","Falerone"
"11786 1","Ripe San Ginesio"
"11787 1","San Ginesio"
"11788 1","Sant'Angelo in Pontano"
"11789 1","Sant'Angelo in Pontano"
"11790 1","San Ginesio"
"11791 1","Sarnano"
"11792 1","Sarnano"
"11793 1","Sarnano"
"11794 1","Penna San Giovanni"
"11795 1","Sarnano"
"11796 1","San Ginesio"
"11797 1","Sarnano"
"11798 1","Sarnano"
"11799 1","Monte San Martino"
"11800 1","Sarnano"
"11801 1","Sarnano"
"11802 1","Sant'Angelo in Pontano"
"11803 1","Sant'Angelo in Pontano"
"11804 1","San Ginesio"
"11805 1","Monte San Martino"
"11806 1","Falerone"
"11807 1","Penna San Giovanni"
"11808 1","San Ginesio"
"11809 1","Montappone"
"11810 1","San Ginesio"
"11811 1","Penna San Giovanni"
"11812 1","Sarnano"
"11813 1","Sarnano"
"11814 1","Sant'Angelo in Pontano"
"11815 1","Pedaso"
"11822 1","Ancona"
"11823 1","Civitanova Marche"
"11824 1","Pedaso"
"11827 1","Recanati"
"11828 1","Recanati"
"11832 1","Cerreto d'Esi"
"11834 1","Serra San Quirico"
"11835 1","Rosora"
"11838 1","Serra San Quirico"
"11839 1","Cupramontana"
"11840 1","Jesi"
"11841 1","Serra San Quirico"
"11842 1","Jesi"
"11843 1","San Marcello"
"11844 1","Jesi"
"11845 1","Montemarciano"
"11846 1","Ostra"
"11847 1","Morro d'Alba"
"11848 1","Polverigi"
"11849 1","Osimo"
"11850 1","Osimo"
"11851 1","Offagna"
"11852 1","Falconara Marittima"
"11853 1","Falconara Marittima"
"11854 1","Santa Maria Nuova"
"11855 1","Filottrano"
"11858 1","Loreto"
"11859 1","Sirolo"
"11860 1","Numana"
