COMUNE,2015-04,2015-05,2015-09,2016-04,2016-05,2016-08,2016-09,2016-10,2017-04,2017-05,2017-09,2017-10,2018-04
San Ginesio,0,-2.131390532375299,-0.8630740963495552,-4.559006423446258,-0.2653690305415474,8.198773196428325,0.47365354675365007,7.75592974637733,-3.630884403186113,-2.6304597992897727,-8.617845399132719,-10.517334294379276,-6.124639453692007
San Marcello,0,-3.009984708967042,7.117069873789067,-0.6226479218150978,1.654039181474371,-7.423323522106072,-3.831539792636317,-5.118517488819328,-10.12833922125982,-10.137580949002704,-12.319012170511789,-10.778232088160705,-8.566214007353112
San Paolo di Jesi,0,-3.643807793422358,-26.05446812848119,0.6294949246877951,0.2785447376045488,-7.722623592455211,-3.114501400755199,-3.1955304337789885,-9.762154206221863,-10.610995794462294,-24.03040314026174,-20.346259308373778,-15.820056054005072
San Severino Marche,0,3.2178969944879383,-6.489704849325848,8.070320204763643,8.384054829924189,-1.5325477605384619,7.9140606835280085,7.878498969290576,7.485918051883246,7.548208497345232,6.151724787928558,1.455950560220646,0.5592203866909551
Sant'Angelo in Pontano,0,1.6158774712265167,29.491240205344393,5.9577068459996605,7.915588927180026,9.164190094669898,8.409718681108783,6.593724436584254,-14.743630232267915,-20.043759175870125,-21.026434208722243,1.6120261091537895,-24.031783622262516
Sant'Elpidio a Mare,0,2.9145535266097715,-3.2009032448877885,14.2044465461037,13.303526404959257,1.2186887636943482,8.340565784392288,11.850618877710378,13.723109604962607,16.121197583572147,15.44541330433471,13.18940742072146,14.778161779011661
Santa Maria Nuova,0,-0.3869388989605217,-6.932929676169771,8.397345512912157,8.179987718935596,-2.0673779066456275,4.6156435393612885,-1.544920096858235,7.184788554096731,9.78207513401543,9.120885553772935,17.745253893018116,21.41842432032888
Santa Vittoria in Matenano,0,6.1025288639460324,17.515811751333462,8.532248131486444,7.691599612567626,19.844180340577573,6.4659226026449215,3.516206727533237,6.315241429934989,2.5103366111862835,-8.175831443466992,-0.3483256214279362,-0.30309195421168683
Sarnano,0,2.3901559202861655,1.1864544616450587,-5.3455425507687595,-1.3336379801350524,24.26570036275941,-0.7625137183976665,-2.889159594277003,2.821835246844469,1.1912551265349447,-7.8970716209646,-11.397619117990846,-6.979292158701599
Senigallia,0,-7.957703850671617,-24.979457716682248,-6.377712984517473,-4.703770856892217,1.1122270771327503,-3.98406107167856,-4.7523483538038205,-6.950820007924956,-8.821698160518013,-13.82910044576167,-14.943257386922687,-13.195338632182954
Serra San Quirico,0,1.7443808439287427,-3.6710019919561763,9.863704475348284,11.579894004199055,17.345924151248525,15.131717943782194,10.549279681833326,5.107274118697043,3.4801613198555863,10.38544587252762,-3.277999319653243,-7.137343324271975
Serra de' Conti,0,-0.7266136872238057,-3.0598455858393527,2.7125712830312003,0.9762508112533232,-0.32949074383515065,0.793937614955611,1.4795644949762863,1.5696169807103428,-2.075497950210795,-4.662550032898956,-8.096178065505299,-11.898437516363451
Serrapetrona,0,-0.7453222477410738,-14.698699984461092,21.78801697719495,21.888421171836814,16.85324124919626,20.661730428988882,27.15252617625415,23.39946526677329,24.91578378286144,24.28064264167835,20.56613154561486,21.73564071160219
Serravalle di Chienti,0,1.46495157221978,-3.3611452713720977,6.066691395102221,12.292308106603974,49.45296209520283,9.570657881744689,10.294157248907105,-11.760904104916365,-19.20504833801602,-19.38996256833299,-9.74120984174572,-1.4971918769392885
Servigliano,0,3.9668821265161287,7.913648508663643,15.41653542970289,14.094934846011858,20.193765007303323,10.527271406783376,8.58717714469197,-1.121627148705479,-3.406852158357231,-10.610524786801745,-11.309616185863721,-8.386873385803058
Sirolo,0,2.206130675507313,8.79400959346549,2.5199728781997015,13.242393727960671,125.167233535407,20.900786964221176,-1.415881949025462,15.79934859479271,7.2707240496845005,24.618554300596323,5.829492874005585,17.5389927961476
Smerillo,0,-4.127188460462458,-15.122150118589486,27.943391939375022,25.483471486676056,38.131842878021146,33.90844512439667,28.736547411996945,-4.076518105359123,-5.371057640952595,-21.053826003087174,-14.212154233517934,-7.667820281315028
Staffolo,0,0.4269572682928787,-14.692747644363896,5.740274584466193,3.2383567673527964,4.49593168442909,2.4325560104011803,1.9483979713423687,3.692128538378466,3.9182002715066915,-2.8434928608027867,-0.6875385573377272,1.7912753154337073
Tolentino,0,-1.370527587646146,-3.3192002650503727,9.291378755455094,9.703529680494201,-3.1333614691983493,10.751482782783867,9.52282637064625,8.02601191371477,13.044470131233224,7.671569496892882,4.664972382152722,5.509164273793848
Torre San Patrizio,0,-0.8522607315794135,-11.695798401358473,13.988155667984312,16.617143285228785,-0.5366208002629012,15.643928817091526,17.755170840342434,27.74515946687731,25.837754455742218,21.282851947450496,17.736033452970386,16.1171875532067
Trecastelli,0,2.6319462063476116,-17.447987311579148,-4.695066018691531,-1.781329844268514,-5.961595556518974,-4.273184494025515,2.5103578998998994,11.350709035137022,9.817354104224737,-2.408339132586469,-0.6428781774236015,-1.5743364938348297
Treia,0,-3.4385839652787817,-3.0311480278497265,11.494571366190879,12.378864273610944,14.476380889995848,7.665518000058241,-3.429195385893232,12.475024562591418,13.053344287421101,7.74735511703564,6.096591381250594,15.02949168871355
Urbisaglia,0,1.612516272964896,-0.8021882217739245,8.570879572792073,7.103500608612926,4.329696462142981,9.037968555624749,5.383560007947056,17.601310084124076,10.79697498234142,-1.3475969563464343,4.830694225701399,9.91658816907926
Visso,0,1.4783371014626319,-36.04469462772421,13.510028940366844,16.055922115074033,61.13357250899738,12.25949337885847,13.69907257878463,-35.101739491533245,-34.974392100770565,-31.980805610667666,-27.05486088681772,-25.42487580553377
